temperature,vibration,pressure,rpm,failure
79.96714153011233,0.41524806359545935,113.21505269512778,2971.315356708214,0
73.61735698828815,0.40931717832322917,116.94500536946347,2993.468819251938,0
81.47688538100692,0.14087136547399698,114.02618938954858,3012.8589757175164,0
90.23029856408026,0.43398196165971253,121.1041804694612,3189.372292329236,0
72.65846625276664,0.6465658163643491,131.97178531461913,2850.5565383026515,0
72.6586304305082,0.24515357618464095,112.28957842858796,2830.730601697468,0
90.79212815507391,0.7096965302101185,130.00820497768413,3247.323948428595,1
82.67434729152909,0.5975549642168676,112.18327927653112,2907.4710516237405,0
70.30525614065049,0.35315333560579243,111.52372787503116,2747.392929284587,0
80.42560043585965,0.4716940725324305,128.18594618343212,2902.974011580026,0
70.36582307187538,0.8196643615282067,129.21936378007618,2933.9894529512,0
70.34270246429743,0.6467095627011732,128.51409936762656,3310.992545545153,0
77.41962271566034,0.5017567309796296,106.84202591781859,3184.9652424753476,0
55.86719755342202,0.45246333660780313,115.34049021927949,3229.5041233264483,0
57.75082167486967,0.515321814090332,128.2298859200332,3163.994728469357,0
69.37712470759027,0.3976472884115393,120.41541840563895,3189.2487343230628,0
64.87168879665576,0.07905009885619707,109.26307153802536,2862.3835746839363,0
78.14247332595274,0.9084355821069462,124.58317939125442,2960.279568929303,0
65.91975924478788,0.5310649998398803,112.8519274100853,2802.0169373952904,0
60.87696298664709,0.5796294530245074,137.94524848392211,2957.9023938925934,0
89.65648768921554,0.48841845002461826,135.4484146241826,3136.820998186948,0
72.74223699513465,0.35297663985508243,126.04097426355567,3026.9166569624495,0
75.67528204687923,0.4628151038102459,133.61006704769773,3262.296163792059,0
60.75251813786544,0.18012104756113773,120.64791350123382,2771.716841554556,0
69.55617275474818,0.9554172996106609,127.65437494375016,3100.047670139648,0
76.10922589709867,0.25309760031552075,134.77720295302075,2750.3394396261365,0
63.490064225776976,0.2936067432305641,122.45498681794312,3018.8352938347284,0
78.75698018345672,0.4119481591227199,117.44812828485716,3148.0666845112955,0
68.99361310081196,0.7576151449704756,102.95378041822885,2957.099486635156,0
72.08306250206724,0.5029017998525308,119.16866474278505,3110.225320817391,0
68.98293387770603,0.2527728407939075,128.23423184562313,2808.0535330334133,0
93.52278184508938,0.750867672151468,129.45633427567628,2667.2620043607235,1
74.86502775262066,0.6462001253570963,125.0436506571841,3111.4059244975606,0
64.422890710441,0.6076869914432905,114.5870090503776,3348.8020468151467,0
